70	110	60	0	1150	0.8	0.9
80	110	60	0	1150	0.8	0.9
90	110	60	0	1150	0.8	0.9
100	110	60	0	1150	0.8	0.9
110	110	60	0	1150	0.8	0.9
120	110	60	0	1150	0.8	0.9
130	110	60	0	1150	0.8	0.9
140	110	60	0	1150	0.8	0.9
150	110	60	0	1150	0.8	0.9
50	120	60	0	1150	0.8	0.9
60	120	60	0	1150	0.8	0.9
70	120	60	0	1150	0.8	0.9
80	120	60	0	1150	0.8	0.9
90	120	60	0	1150	0.8	0.9
100	120	60	0	1150	0.8	0.9
110	120	60	0	1150	0.8	0.9
120	120	60	0	1150	0.8	0.9
130	120	60	0	1150	0.8	0.9
140	120	60	0	1150	0.8	0.9
60	130	60	0	1150	0.8	0.9
70	130	60	0	1150	0.8	0.9
80	130	60	0	1150	0.8	0.9
90	130	60	0	1150	0.8	0.9
100	130	60	0	1150	0.8	0.9
110	130	60	0	1150	0.8	0.9
120	130	60	0	1150	0.8	0.9
130	130	60	0	1150	0.8	0.9
140	130	60	0	1150	0.8	0.9
70	140	60	0	1150	0.8	0.9
80	140	60	0	1150	0.8	0.9
90	140	60	0	1150	0.8	0.9
100	140	60	0	1150	0.8	0.9
110	140	60	0	1150	0.8	0.9
120	140	60	0	1150	0.8	0.9
130	140	60	0	1150	0.8	0.9
80	150	60	0	1150	0.8	0.9
90	150	60	0	1150	0.8	0.9
100	150	60	0	1150	0.8	0.9
110	150	60	0	1150	0.8	0.9
70	30	50	0	1150	0.82	0.88
80	30	50	0	1150	0.82	0.88
90	30	50	0	1150	0.82	0.88
100	30	50	0	1150	0.82	0.88
60	40	50	0	1150	0.82	0.88
70	40	50	0	1150	0.82	0.88
80	40	50	0	1150	0.82	0.88
90	40	50	0	1150	0.82	0.88
100	40	50	0	1150	0.82	0.88
110	40	50	0	1150	0.82	0.88
50	50	50	0	1150	0.82	0.88
60	50	50	0	1150	0.82	0.88
70	50	50	0	1150	0.82	0.88
80	50	50	0	1150	0.82	0.88
90	50	50	0	1150	0.82	0.88
100	50	50	0	1150	0.82	0.88
110	50	50	0	1150	0.82	0.88
120	50	50	0	1150	0.82	0.88
40	60	50	0	1150	0.82	0.88
50	60	50	0	1150	0.82	0.88
60	60	50	0	1150	0.82	0.88
70	60	50	0	1150	0.82	0.88
80	60	50	0	1150	0.82	0.88
90	60	50	0	1150	0.82	0.88
100	60	50	0	1150	0.82	0.88
110	60	50	0	1150	0.82	0.88
120	60	50	0	1150	0.82	0.88
130	60	50	0	1150	0.82	0.88
30	70	50	0	1150	0.82	0.88
40	70	50	0	1150	0.82	0.88
50	70	50	0	1150	0.82	0.88
60	70	50	0	1150	0.82	0.88
70	70	50	0	1150	0.82	0.88
80	70	50	0	1150	0.82	0.88
90	70	50	0	1150	0.82	0.88
100	70	50	0	1150	0.82	0.88
110	70	50	0	1150	0.82	0.88
120	70	50	0	1150	0.82	0.88
130	70	50	0	1150	0.82	0.88
140	70	50	0	1150	0.82	0.88
30	80	50	0	1150	0.82	0.88
40	80	50	0	1150	0.82	0.88
50	80	50	0	1150	0.82	0.88
60	80	50	0	1150	0.82	0.88
70	80	50	0	1150	0.82	0.88
80	80	50	0	1150	0.82	0.88
90	80	50	0	1150	0.82	0.88
100	80	50	0	1150	0.82	0.88
110	80	50	0	1150	0.82	0.88
120	80	50	0	1150	0.82	0.88
130	80	50	0	1150	0.82	0.88
140	80	50	0	1150	0.82	0.88
30	90	50	0	1150	0.82	0.88
40	90	50	0	1150	0.82	0.88
50	90	50	0	1150	0.82	0.88
60	90	50	0	1150	0.82	0.88
70	90	50	0	1150	0.82	0.88
80	90	50	0	1150	0.82	0.88
90	90	50	0	1150	0.82	0.88
100	90	50	0	1150	0.82	0.88
110	90	50	0	1150	0.82	0.88
120	90	50	0	1150	0.82	0.88
130	90	50	0	1150	0.82	0.88
140	90	50	0	1150	0.82	0.88
40	100	50	0	1150	0.82	0.88
50	100	50	0	1150	0.82	0.88
60	100	50	0	1150	0.82	0.88
70	100	50	0	1150	0.82	0.88
80	100	50	0	1150	0.82	0.88
90	100	50	0	1150	0.82	0.88
100	100	50	0.4563	1150	0.82	0.88
110	100	50	0.4135	1150	0.82	0.88
120	100	50	0.4236	1150	0.82	0.88
130	100	50	0.4165	1150	0.82	0.88
140	100	50	0	1150	0.82	0.88
50	110	50	0	1150	0.82	0.88
60	110	50	0	1150	0.82	0.88
70	110	50	0	1150	0.82	0.88
80	110	50	0	1150	0.82	0.88
90	110	50	0	1150	0.82	0.88
100	110	50	0.3956	1150	0.82	0.88
110	110	50	0.4589	1150	0.82	0.88
120	110	50	0.5512	1150	0.82	0.88
130	110	50	0.5647	1150	0.82	0.88
140	110	50	0	1150	0.82	0.88
60	120	50	0	1150	0.82	0.88
70	120	50	0	1150	0.82	0.88
80	120	50	0	1150	0.82	0.88
90	120	50	0	1150	0.82	0.88
100	120	50	0.4674	1150	0.82	0.88
110	120	50	0.4723	1150	0.82	0.88
120	120	50	0.4814	1150	0.82	0.88
130	120	50	0.5287	1150	0.82	0.88
70	130	50	0	1150	0.82	0.88
80	130	50	0	1150	0.82	0.88
90	130	50	0	1150	0.82	0.88
100	130	50	0.5175	1150	0.82	0.88
110	130	50	0.5632	1150	0.82	0.88
120	130	50	0.4763	1150	0.82	0.88
130	130	50	0.5942	1150	0.82	0.88
80	140	50	0	1150	0.82	0.88
90	140	50	0	1150	0.82	0.88
100	140	50	0	1150	0.82	0.88
110	140	50	0	1150	0.82	0.88
70	40	40	0	1150	0.83	0.87
80	40	40	0	1150	0.83	0.87
90	40	40	0	1150	0.83	0.87
100	40	40	0	1150	0.83	0.87
60	50	40	0	1150	0.83	0.87
70	50	40	0	1150	0.83	0.87
80	50	40	0	1150	0.83	0.87
90	50	40	0	1150	0.83	0.87
100	50	40	0	1150	0.83	0.87
110	50	40	0	1150	0.83	0.87
50	60	40	0	1150	0.83	0.87
60	60	40	0	1150	0.83	0.87
70	60	40	0	1150	0.83	0.87
80	60	40	0	1150	0.83	0.87
90	60	40	0	1150	0.83	0.87
100	60	40	0	1150	0.83	0.87
110	60	40	0	1150	0.83	0.87
120	60	40	0	1150	0.83	0.87
40	70	40	0	1150	0.83	0.87
50	70	40	0	1150	0.83	0.87
60	70	40	0	1150	0.83	0.87
70	70	40	0	1150	0.83	0.87
80	70	40	0	1150	0.83	0.87
90	70	40	0	1150	0.83	0.87
100	70	40	0	1150	0.83	0.87
110	70	40	0	1150	0.83	0.87
120	70	40	0	1150	0.83	0.87
130	70	40	0	1150	0.83	0.87
40	80	40	0	1150	0.83	0.87
50	80	40	0	1150	0.83	0.87
60	80	40	0	1150	0.83	0.87
70	80	40	0	1150	0.83	0.87
80	80	40	0	1150	0.83	0.87
90	80	40	0	1150	0.83	0.87
100	80	40	0	1150	0.83	0.87
110	80	40	0	1150	0.83	0.87
120	80	40	0	1150	0.83	0.87
130	80	40	0	1150	0.83	0.87
40	90	40	0	1150	0.83	0.87
50	90	40	0	1150	0.83	0.87
60	90	40	0	1150	0.83	0.87
70	90	40	0	1150	0.83	0.87
80	90	40	0	1150	0.83	0.87
90	90	40	0.8265	1150	0.83	0.87
100	90	40	0.8115	1150	0.83	0.87
110	90	40	0.8436	1150	0.83	0.87
120	90	40	0.8547	1150	0.83	0.87
130	90	40	0	1150	0.83	0.87
50	100	40	0	1150	0.83	0.87
60	100	40	0	1150	0.83	0.87
70	100	40	0	1150	0.83	0.87
80	100	40	0	1150	0.83	0.87
90	100	40	0.7563	1150	0.83	0.87
100	100	40	0.6876	1150	0.83	0.87
110	100	40	0.8923	1150	0.83	0.87
120	100	40	0.8465	1150	0.83	0.87
130	100	40	0	1150	0.83	0.87
60	110	40	0	1150	0.83	0.87
70	110	40	0	1150	0.83	0.87
80	110	40	0	1150	0.83	0.87
90	110	40	0.9214	1150	0.83	0.87
100	110	40	0.5843	1150	0.83	0.87
110	110	40	0.7853	1150	0.83	0.87
120	110	40	0.8745	1150	0.83	0.87
130	110	40	0	1150	0.83	0.87
70	120	40	0	1150	0.83	0.87
80	120	40	0	1150	0.83	0.87
90	120	40	0.8845	1150	0.83	0.87
100	120	40	0.7642	1150	0.83	0.87
110	120	40	0.6974	1150	0.83	0.87
120	120	40	0.6428	1150	0.83	0.87
80	130	40	0	1150	0.83	0.87
90	130	40	0	1150	0.83	0.87
100	130	40	0	1150	0.83	0.87
110	130	40	0	1150	0.83	0.87
70	50	30	0	1150	0.85	0.86
80	50	30	0	1150	0.85	0.86
90	50	30	0	1150	0.85	0.86
100	50	30	0	1150	0.85	0.86
60	60	30	0	1150	0.85	0.86
70	60	30	0	1150	0.85	0.86
80	60	30	0	1150	0.85	0.86
90	60	30	0	1150	0.85	0.86
100	60	30	0	1150	0.85	0.86
110	60	30	0	1150	0.85	0.86
50	70	30	0	1150	0.85	0.86
60	70	30	0	1150	0.85	0.86
70	70	30	0	1150	0.85	0.86
80	70	30	0	1150	0.85	0.86
90	70	30	0	1150	0.85	0.86
100	70	30	0	1150	0.85	0.86
110	70	30	0	1150	0.85	0.86
120	70	30	0	1150	0.85	0.86
50	80	30	0	1150	0.85	0.86
60	80	30	0	1150	0.85	0.86
70	80	30	0	1150	0.85	0.86
80	80	30	0.6512	1150	0.85	0.86
90	80	30	0.6276	1150	0.85	0.86
100	80	30	0.6012	1150	0.85	0.86
110	80	30	0.6639	1150	0.85	0.86
120	80	30	0.5135	1150	0.85	0.86
50	90	30	0	1150	0.85	0.86
60	90	30	0	1150	0.85	0.86
70	90	30	0	1150	0.85	0.86
80	90	30	0.5011	1150	0.85	0.86
90	90	30	0.4923	1150	0.85	0.86
100	90	30	0.3921	1150	0.85	0.86
110	90	30	0.4219	1150	0.85	0.86
120	90	30	0.4912	1150	0.85	0.86
60	100	30	0	1150	0.85	0.86
70	100	30	0	1150	0.85	0.86
80	100	30	0.3965	1150	0.85	0.86
90	100	30	0.4231	1150	0.85	0.86
100	100	30	0.4157	1150	0.85	0.86
110	100	30	0.6039	1150	0.85	0.86
120	100	30	0.5347	1150	0.85	0.86
70	110	30	0	1150	0.85	0.86
80	110	30	0.4254	1150	0.85	0.86
90	110	30	0.4325	1150	0.85	0.86
100	110	30	0.3947	1150	0.85	0.86
110	110	30	0.4535	1150	0.85	0.86
120	110	30	0.5781	1150	0.85	0.86
80	120	30	0.6589	1150	0.85	0.86
90	120	30	0.3678	1150	0.85	0.86
100	120	30	0.5613	1150	0.85	0.86
110	120	30	0.5314	1150	0.85	0.86
70	60	20	0	1150	0.87	0.9
80	60	20	0	1150	0.87	0.9
90	60	20	0	1150	0.87	0.9
100	60	20	0	1150	0.87	0.9
60	70	20	0	1150	0.87	0.9
70	70	20	0	1150	0.87	0.9
80	70	20	0	1150	0.87	0.9
90	70	20	0	1150	0.87	0.9
100	70	20	0	1150	0.87	0.9
110	70	20	0	1150	0.87	0.9
60	80	20	0	1150	0.87	0.9
70	80	20	0	1150	0.87	0.9
80	80	20	0.9986	1150	0.87	0.9
90	80	20	0.9875	1150	0.87	0.9
100	80	20	0.9534	1150	0.87	0.9
110	80	20	0.9232	1150	0.87	0.9
60	90	20	0	1150	0.87	0.9
70	90	20	0	1150	0.87	0.9
80	90	20	1.1002	1150	0.87	0.9
90	90	20	1.1001	1150	0.87	0.9
100	90	20	1.0989	1150	0.87	0.9
110	90	20	1.0987	1150	0.87	0.9
70	100	20	0	1150	0.87	0.9
80	100	20	0.9712	1150	0.87	0.9
90	100	20	0.9214	1150	0.87	0.9
100	100	20	0.8634	1150	0.87	0.9
110	100	20	0.7569	1150	0.87	0.9
80	110	20	0.7024	1150	0.87	0.9
90	110	20	0.9818	1150	0.87	0.9
100	110	20	0.9314	1150	0.87	0.9
110	110	20	1.3409	1150	0.87	0.9
70	70	10	1.582	1150	0.87	0.9
80	70	10	1.3622	1150	0.87	0.9
90	70	10	1.2936	1150	0.87	0.9
100	70	10	1.2615	1150	0.87	0.9
70	80	10	1.2749	1150	0.87	0.9
80	80	10	1.2456	1150	0.87	0.9
90	80	10	1.2216	1150	0.87	0.9
100	80	10	1.1978	1150	0.87	0.9
70	90	10	1.1033	1150	0.87	0.9
80	90	10	1.0594	1150	0.87	0.9
90	90	10	1.0347	1150	0.87	0.9
100	90	10	1.0124	1150	0.87	0.9
80	100	10	1.002	1150	0.87	0.9
90	100	10	0.9993	1150	0.87	0.9
100	100	10	0.9961	1150	0.87	0.9
